"","x"
"8051","Cdc42se1"
"8052","Selenov"
"8053","Ccdc66"
"8054","Kif2b"
"8055","Mrps7"
"8056","Rhoj"
"8057","Ttc6"
"8058","Or13p3"
"8059","Zfp787"
"8060","Gpr61"
"8061","Ppp1r3b"
"8062","Cldn12"
"8063","Phgr1"
"8064","Gltpd2"
"8065","Gchfr"
"8066","Fam187b"
"8067","Mettl21e"
"8068","Brox"
"8069","Il1f10"
"8070","Cmklr2"
"8071","Hectd3"
"8072","Pramel12"
"8073","Fbl"
"8074","Mbtps2"
"8075","Atxn1"
"8076","Or1ab2"
"8077","Zfp740"
"8078","Ltb4r1"
"8079","Or5b99"
"8080","Gpr6"
"8081","Vmn1r179"
"8082","Vmn1r193"
"8083","Adck2"
"8084","Spz1"
"8085","Zbtb21"
"8086","Or5ap2"
"8087","Tshz1"
"8088","Tapt1"
"8089","1110032F04Rik"
"8090","Msgn1"
"8091","Catsperb"
"8092","Mipol1"
"8093","Ccer1"
"8094","Spata2"
"8095","Ankrd33"
"8096","Zfp445"
"8097","Nipa1"
"8098","Or5w8"
"8099","D030056L22Rik"
"8100","Tmem164"
"8101","Or8b50"
"8102","Teddm1a"
"8103","Dusp28"
"8104","Ube2dnl2"
"8105","Ngrn"
"8106","Ofcc1"
"8107","Tas2r139"
"8108","Pbp2"
"8109","Dnajb7"
"8110","Fam221a"
"8111","Cltc"
"8112","1700113H08Rik"
"8113","Cd24a"
"8114","Zfp654"
"8115","Or5j3"
"8116","Rab2a"
"8117","Vmn1r54"
"8118","Dusp18"
"8119","Or10q12"
"8120","Ythdf3"
"8121","Rpl9"
"8122","Fam185a"
"8123","Rnase2a"
"8124","Or56a4"
"8125","Gm527"
"8126","Fbxw21"
"8127","Taf9b"
"8128","H2bc6"
"8129","C2cd3"
"8130","Krtap1-5"
"8131","Prss45"
"8132","Emc6"
"8133","Gap43"
"8134","Sfn"
"8135","Neurl4"
"8136","Or10k2"
"8137","Smgc"
"8138","Pcdhb13"
"8139","Kcne4"
"8140","Or10d5j"
"8141","Lcn10"
"8142","Cstad"
"8143","Abhd17b"
"8144","Dnah14"
"8145","Atmin"
"8146","Defb9"
"8147","Cimap1b"
"8148","Ctdspl"
"8149","Zbtb44"
"8150","Flrt2"
"8151","Gpr68"
"8152","Rexo1"
"8153","Cmya5"
"8154","Fam180a"
"8155","AI837181"
"8156","Antxrl"
"8157","Arl4a"
"8158","Gphn"
"8159","Dynlrb1"
"8160","Gpr141b"
"8161","Ark2n"
"8162","Zfp30"
"8163","Klhl34"
"8164","Dlgap2"
"8165","Cldn4"
"8166","Mbd3l2"
"8167","Or2v2"
"8168","Tspyl1"
"8169","Slfnl1"
"8170","Flacc1"
"8171","Rtp2"
"8172","Mis18bp1"
"8173","Or52z1"
"8174","Fbxo28"
"8175","Or51ac3"
"8176","Cltb"
"8177","Tmem41b"
"8178","Krtap3-1"
"8179","Or10ag57"
"8180","Zfp235"
"8181","A430005L14Rik"
"8182","Ddi1"
"8183","Fbxo30"
"8184","Tssk6"
"8185","Vmn1r74"
"8186","Trpt1"
"8187","Or8d1"
"8188","Dynlt4"
"8189","Rps8"
"8190","Gpr82"
"8191","Yipf6"
"8192","Gm57858"
"8193","Champ1"
"8194","Ppp1r2"
"8195","Or11j4"
"8196","Ubiad1"
"8197","Clec2m"
"8198","Ly6g2"
"8199","Fcgbp"
"8200","Wbp1l"
"8201","Tmem262"
"8202","Fbxo40"
"8203","Rnf150"
"8204","Utf1"
"8205","Fancb"
"8206","Lrrc49"
"8207","Ankfn1"
"8208","Phf13"
"8209","Lix1"
"8210","Slc38a9"
"8211","Or52l1"
"8212","Cd300lf"
"8213","Oog4"
"8214","Akap10"
"8215","Angptl8"
"8216","Pygo2"
"8217","Cdca4"
"8218","Diras2"
"8219","Bri3"
"8220","Lonp2"
"8221","Or6c201"
"8222","A4galt"
"8223","Usp14"
"8224","Cxcr5"
"8225","Rell1"
"8226","Klk9"
"8227","Tnrc6b"
"8228","Serpinb6d"
"8229","Ang2"
"8230","Ripply2"
"8231","Tshz2"
"8232","Npm2"
"8233","Trappc9"
"8234","Kcna3"
"8235","Or5h18"
"8236","Stbd1"
"8237","Or5t5"
"8238","Kcna1"
"8239","Palm3"
"8240","C2cd4a"
"8241","Cypt4"
"8242","Prrg1"
"8243","Gigyf2"
"8244","Tmem196"
"8245","Zfp473"
"8246","Krt35"
"8247","Neurod4"
"8248","Tmem229a"
"8249","Rgmb"
"8250","Fcrl5"
"8251","Arxes2"
"8252","Zbtb33"
"8253","Ldlrad3"
"8254","Fpr-rs4"
"8255","Or10am5"
"8256","Pirt"
"8257","Arf1"
"8258","H1f7"
"8259","Tenm4"
"8260","Or4k6"
"8261","Ahcyl"
"8262","Taf13"
"8263","Or7a40"
"8264","Tmem72"
"8265","Rbm15"
"8266","Arid4a"
"8267","Entpd1"
"8268","Col6a3"
"8269","Nwd1"
"8270","Or6e1"
"8271","Kmt2d"
"8272","H2bw2"
"8273","Mcmbp"
"8274","Or1aa2"
"8275","Asb8"
"8276","Or5w20"
"8277","Dnajb8"
"8278","Nags"
"8279","Mfap1b"
"8280","Or4c107"
"8281","Fbxo43"
"8282","Fbxo10"
"8283","Ovch2"
"8284","Crebrf"
"8285","Bcl11b"
"8286","Dip2c"
"8287","Rbm33"
"8288","Syngr2"
"8289","Sacs"
"8290","Zfp738"
"8291","Dleu7"
"8292","Tas2r126"
"8293","Or10v5"
"8294","Krtap4-13"
"8295","Or10n1"
"8296","Slitrk3"
"8297","Ankrd46"
"8298","Pskh1"
"8299","Gm4884"
"8300","Mfsd6l"
"8301","Lhfpl6"
"8302","Pcdhb18"
"8303","Pou4f1"
"8304","Arxes1"
"8305","Or1s2"
"8306","Omd"
"8307","Pdp2"
"8308","F2r"
"8309","Foxi2"
"8310","Or2o1"
"8311","Socs4"
"8312","Scrt1"
"8313","Osr1"
"8314","Or7g25"
"8315","Lgalsl2"
"8316","Prss54"
"8317","Gli2"
"8318","Zfp407"
"8319","Spata31e5"
"8320","Or52x1"
"8321","Timm29"
"8322","Nup42"
"8323","Smim5"
"8324","Ccdc57"
"8325","Sprr1b"
"8326","Or5b12"
"8327","Or51f23"
"8328","Cxcr1"
"8329","Mypop"
"8330","Zdhhc22"
"8331","Zbtb8b"
"8332","Fitm2"
"8333","Depp1"
"8334","Nrip1"
"8335","Or8g24"
"8336","Duxbl1"
"8337","Tlcd5"
"8338","Adam26a"
"8339","Fbxl13"
"8340","Tob2"
"8341","Thnsl1"
"8342","Cypt3"
"8343","E130311K13Rik"
"8344","Nog"
"8345","Klf17"
"8346","Exd1"
"8347","Rhno1"
"8348","Hmgb4"
"8349","Or2a51"
"8350","Mex3d"
"8351","Vmn1r26"
"8352","Ccdc6"
"8353","Lurap1l"
"8354","Tprn"
"8355","Fndc9"
"8356","Klhl11"
"8357","Or6c33"
"8358","Prss50"
"8359","Foxo3"
"8360","Rpl29"
"8361","Hoxb3"
"8362","Tmprss11f"
"8363","Skint10"
"8364","Dcun1d3"
"8365","Cfap100"
"8366","Cep120"
"8367","Or5ac20"
"8368","Dact2"
"8369","Krtap13-21"
"8370","Vps37c"
"8371","Slc39a9"
"8372","Gm12185"
"8373","Slc25a47"
"8374","Arhgap30"
"8375","Phf3"
"8376","Hexim1"
"8377","Zfp710"
"8378","Rimkla"
"8379","Bnip5"
"8380","Rnf24"
"8381","Efna5"
"8382","Or2aa1"
"8383","Zfp689"
"8384","Cdca2"
"8385","Tada3"
"8386","Or4n5"
"8387","Nr1h5"
"8388","Atp13a5"
"8389","Prex2"
"8390","C1galt1c1"
"8391","H2al3"
"8392","Or1f12"
"8393","BB014433"
"8394","Or10s1"
"8395","Or4k5"
"8396","Or5c1"
"8397","Or7e177"
"8398","Or1r1"
"8399","Rapgef4"
"8400","Or6c216"
"8401","Or8d4"
"8402","Acap2"
"8403","Sephs2"
"8404","Gpr137c"
"8405","Il23r"
"8406","Ccr2"
"8407","Dcaf5"
"8408","Ntf3"
"8409","Themis"
"8410","Oxtr"
"8411","Catsperg2"
"8412","Ivl"
"8413","C5ar1"
"8414","Nrap"
"8415","Or4c10"
"8416","Ugt3a1"
"8417","Cfap144"
"8418","Tex50"
"8419","Zfp518a"
"8420","Or6b1"
"8421","Myoz3"
"8422","Frmpd4"
"8423","Skint7"
"8424","Pdp1"
"8425","Or7g26"
"8426","Tigd2"
"8427","Hcar1"
"8428","Lrp1b"
"8429","Or10ab5"
"8430","Scn3b"
"8431","Ccdc71"
"8432","Fut4"
"8433","Sorl1"
"8434","Or1j19"
"8435","Kmt5a"
"8436","Or8b43"
"8437","Gm5105"
"8438","Rd3"
"8439","Dcaf7"
"8440","Or5k1"
"8441","Or4c31"
"8442","Cox7b2"
"8443","Ogfr"
"8444","Rarres1"
"8445","Zfp260"
"8446","Or10j3b"
"8447","Aff4"
"8448","Ctu2"
"8449","Tmem67"
"8450","Ccnq"
"8451","Slc36a3"
"8452","Pls1"
"8453","Or5b24"
"8454","Dtx3l"
"8455","Espnl"
"8456","Spty2d1"
"8457","Rps23"
"8458","Tmem202"
"8459","Or6n1"
"8460","Clrn2"
"8461","Sall2"
"8462","Tceal1"
"8463","H1f1"
"8464","Clip1"
"8465","Polr1a"
"8466","Or10c1"
"8467","Aknad1"
"8468","Or6c68"
"8469","Ccdc69"
"8470","Lce1h"
"8471","Vsig8"
"8472","Zbtb45"
"8473","Hoxb13"
"8474","Or10j2"
"8475","Zfp644"
"8476","Omg"
"8477","Or12d13"
"8478","C1ql3"
"8479","2310022A10Rik"
"8480","Or13c3"
"8481","Gpr3"
"8482","Spatc1"
"8483","Zbtb5"
"8484","Bdp1"
"8485","Aftph"
"8486","Morn4"
"8487","Zbtb14"
"8488","Or10a2"
"8489","Orai1"
"8490","Pheta2"
"8491","Nckap5"
"8492","Nkx3-2"
"8493","Tmem239"
"8494","BC048671"
"8495","Ucn2"
"8496","Or8g19"
"8497","Nlrp10"
"8498","Lig4"
"8499","Prss46"
"8500","Mmp12"
"8501","Zfp668"
"8502","Or2w6"
"8503","Zfp646"
"8504","Rxfp4"
"8505","Rpl36al"
"8506","Or4f62"
"8507","Zfp280b"
"8508","Tmsb4x"
"8509","Bag5"
"8510","Crh"
"8511","Or51a10"
"8512","Sertad2"
"8513","Arhgap23"
"8514","Krtap9-3"
"8515","Fam161a"
"8516","Zbtb12"
"8517","Or5t17"
"8518","Suox"
"8519","Olfr899"
"8520","Rlf"
"8521","Rasl11b"
"8522","Slc35c1"
"8523","Or8b54"
"8524","Glp2r"
"8525","H2ax"
"8526","Lrrc4"
"8527","Pgrmc2"
"8528","BC030500"
"8529","Mrps16"
"8530","Plekhf2"
"8531","Lrrc25"
"8532","Ppp1r3d"
"8533","Apol10b"
"8534","Or1j4"
"8535","Pitpnb"
"8536","Or5d46"
"8537","Or11h6"
"8538","Rap2c"
"8539","Or4k1"
"8540","Ccdc158"
"8541","Tdrp"
"8542","Prm3"
"8543","Klk6"
"8544","Bex1"
"8545","Spink8"
"8546","Gpr171"
"8547","Rspry1"
"8548","Or52a33"
"8549","Akap4"
"8550","Sprr2b"
"8551","Ces2b"
"8552","Agmo"
"8553","Haspin"
"8554","Bpifc"
"8555","Prdx6b"
"8556","Opalin"
"8557","Or5m10"
"8558","Or6n2"
"8559","Kcnk12"
"8560","Spata31f3"
"8561","Slc25a44"
"8562","F2rl3"
"8563","Ubqln2"
"8564","Slc9b1"
"8565","Gm867"
"8566","Or2m13"
"8567","Mchr1"
"8568","Nudt6"
"8569","Lsm10"
"8570","Adam34l"
"8571","Rhox13"
"8572","Lgr4"
"8573","Pla2g4e"
"8574","Or13e8"
"8575","Krtap13"
"8576","Pigm"
"8577","Cxcr3"
"8578","Gja4"
"8579","Krtap24-1"
"8580","Hic2"
"8581","Klre1"
"8582","Heatr1"
"8583","Tmem220"
"8584","Or51l4"
"8585","Fzd2"
"8586","Foxc1"
"8587","Abca12"
"8588","Rictor"
"8589","Nsun3"
"8590","Synpo2"
"8591","Hoxc12"
"8592","Amer1"
"8593","Gpr18"
"8594","Sprr1a"
"8595","Or6b13"
"8596","Ch25h"
"8597","Il31ra"
"8598","Kif7"
"8599","Svs3b"
"8600","Tnfsf15"
"8601","Ppp1r3g"
"8602","Pnma5"
"8603","Fbxo46"
"8604","Cyp8b1"
"8605","Lypd6"
"8606","Astl"
"8607","Fam118b"
"8608","Or6c214"
"8609","Fam167b"
"8610","Or5bh3"
"8611","Oprd1"
"8612","Cldn8"
"8613","Adra1b"
"8614","Fam228b"
"8615","Gk2"
"8616","Hyls1"
"8617","Kcnb1"
"8618","Maml1"
"8619","Mmp13"
"8620","Lrrc4c"
"8621","Or8k16"
"8622","Zfp61"
"8623","Micos10"
"8624","Txndc2"
"8625","Or14j1"
"8626","Zscan29"
"8627","Catsperz"
"8628","Gpd1l"
"8629","Ubald2"
"8630","Sprr2f"
"8631","Defb19"
"8632","Mrgpra1"
"8633","Or6d15"
"8634","Trhde"
"8635","Ism2"
"8636","Ccdc96"
"8637","Ccdc54"
"8638","Prkaa1"
"8639","4930563M21Rik"
"8640","Krtap13-22"
"8641","2310061I04Rik"
"8642","Ftl1"
"8643","Arhgap42"
"8644","Vamp8"
"8645","Or2m12"
"8646","Pgbd5"
"8647","Defb6"
"8648","Prss27"
"8649","Or2t26"
"8650","Ear4"
"8651","Or4f47"
"8652","Htr1f"
"8653","H2bc1"
"8654","Or7e173"
"8655","Oog3"
"8656","Ecpas"
"8657","Or2av9"
"8658","Or2t48"
"8659","Fam131a"
"8660","Slc29a4"
"8661","Sstr5"
"8662","Vwc2"
"8663","Cdh20"
"8664","Or10d3"
"8665","Atp5me"
"8666","Phospho1"
"8667","Or10q1"
"8668","Clrn3"
"8669","Mrgprb8"
"8670","Spata31d1a"
"8671","Rtn4rl2"
"8672","Mtnr1b"
"8673","Tmem123"
"8674","Ankrd37"
"8675","P2ry10"
"8676","Dcaf12l2"
"8677","Zfp169"
"8678","Insl6"
"8679","Lin28a"
"8680","Gdpgp1"
"8681","Apol10a"
"8682","Adgb"
"8683","Fhip1a"
"8684","Zfp11"
"8685","Zfp455"
"8686","Rhox11"
"8687","Gprc5c"
"8688","Or6d14"
"8689","Spink14"
"8690","Fbll1"
"8691","Mb21d2"
"8692","Lingo3"
"8693","Rgs13"
"8694","Gm4847"
"8695","Or6x1"
"8696","Or7d10"
"8697","Nat2"
"8698","Adnp"
"8699","Tas2r105"
"8700","Commd3"
"8701","Or10q1b"
"8702","Or7g33"
"8703","Or52e15"
"8704","Or6ae1"
"8705","Or52ac1"
"8706","Zfp524"
"8707","Fam174a"
"8708","Or7c70"
"8709","Mrgprd"
"8710","Gpr119"
"8711","Gpr183"
"8712","Ercc6l"
"8713","Bzw1"
"8714","Tceanc"
"8715","Rnf7"
"8716","Gen1"
"8717","Msrb3"
"8718","Jagn1"
"8719","Or2w4"
"8720","Actrt2"
"8721","Zgrf1"
"8722","Pcmtd1"
"8723","Usp42"
"8724","Or4c127"
"8725","Taf7"
"8726","Nup160"
"8727","Gfod1"
"8728","2900026A02Rik"
"8729","Or51a24"
"8730","Rab11fip5"
"8731","Plekhm3"
"8732","Zfp46"
"8733","Commd1"
"8734","6030498E09Rik"
"8735","Or52e2"
"8736","Six1"
"8737","Plpp7"
"8738","Kif18b"
"8739","Zbtb22"
"8740","Ywhag"
"8741","Or13l2"
"8742","Msantd7"
"8743","Ppp1r37"
"8744","Plagl2"
"8745","Or4p22"
"8746","Ccdc157"
"8747","Gpr87"
"8748","Ubqlnl"
"8749","Cd14"
"8750","Crebzf"
"8751","Gm11437"
"8752","Meioc"
"8753","Krtap31-2"
"8754","Foxd4"
"8755","Or8d6"
"8756","Irf2bp2"
"8757","Zfp786"
"8758","Siglech"
"8759","Wdfy4"
"8760","Or6p1"
"8761","Mafg"
"8762","Arhgef39"
"8763","Rps19bp1"
"8764","Usp29"
"8765","Or6k4"
"8766","Tceal8"
"8767","Otud6a"
"8768","Mical3"
"8769","Ccnb3"
"8770","Pcdhb2"
"8771","Or14j9"
"8772","Rap2a"
"8773","Krt9"
"8774","Ubqln3"
"8775","H1f4"
"8776","B3gnt2"
"8777","Lrrc3"
"8778","Dcun1d4"
"8779","Trim32"
"8780","Pcdhb6"
"8781","Or2ag12"
"8782","Vmn1r73"
"8783","Pcbp1"
"8784","Senp8"
"8785","Wdcp"
"8786","Kcnf1"
"8787","Mettl5"
"8788","Rinl"
"8789","Ttn"
"8790","Wfdc21"
"8791","Xrcc1"
"8792","Wfdc15a"
"8793","Iqcj"
"8794","Tubgcp6"
"8795","Or8s5"
"8796","Krtap19-5"
"8797","Cox6b2"
"8798","Rhox2a"
"8799","Gypa"
"8800","Rtl8c"
"8801","Arf3"
"8802","Mest"
"8803","Samd7"
"8804","Tbc1d22a"
"8805","Vmn2r72"
"8806","Klhdc1"
"8807","Abca16"
"8808","Sox6"
"8809","Tas2r144"
"8810","Rspo2"
"8811","Spats2"
"8812","Prss58"
"8813","5031410I06Rik"
"8814","Or7c19"
"8815","Nanos2"
"8816","Tlr11"
"8817","Smim11"
"8818","Or10p1"
"8819","A330070K13Rik"
"8820","Slc6a7"
"8821","Pfdn4"
"8822","Klf13"
"8823","Zfp217"
"8824","Pard3b"
"8825","Dock8"
"8826","Rgs14"
"8827","Prss51"
"8828","Gnpda1"
"8829","D630039A03Rik"
"8830","Foxo6"
"8831","Rbm12b2"
"8832","Babam2"
"8833","Ppp4r2"
"8834","Rps10"
"8835","Or7g30"
"8836","Hbb-y"
"8837","Cd177"
"8838","Opa3"
"8839","Hbb-bh1"
"8840","Gpr17"
"8841","Epx"
"8842","Fpr2"
"8843","Bhlha15"
"8844","Dnah3"
"8845","Ostn"
"8846","Taf9"
"8847","Ppp6r1"
"8848","Cdc42se2"
"8849","Ltn1"
"8850","Mrgpra6"
"8851","Ankrd44"
"8852","Immt"
"8853","Zdhhc19"
"8854","B630019K06Rik"
"8855","Rft1"
"8856","Mogat2"
"8857","Rexo4"
"8858","Ccdc171"
"8859","Or2t6"
"8860","Smim30"
"8861","B4galt3"
"8862","Tmco1"
"8863","Bmpr1b"
"8864","Cebpe"
"8865","Zfp961"
"8866","Get3"
"8867","Atp6v1a"
"8868","Tcp10c"
"8869","Sp140l2"
"8870","Tmem171"
"8871","Cherp"
"8872","Pkdrej"
"8873","Or12j5"
"8874","Nav2"
"8875","Robo2"
"8876","Nup188"
"8877","Or5ac16"
"8878","Magi3"
"8879","Arl13a"
"8880","Adarb2"
"8881","Defb34"
"8882","Gan"
"8883","H1f3"
"8884","Hook2"
"8885","Dlg2"
"8886","Serp2"
"8887","Adam17"
"8888","A1cf"
"8889","Plekhg3"
"8890","Pcdh15"
"8891","Terb1"
"8892","Or7g32"
"8893","Asap2"
"8894","Lypd9"
"8895","Rap1b"
"8896","Tln2"
"8897","Tnrc6a"
"8898","Zfp608"
"8899","Map1b"
"8900","Klrc2"
"8901","Suclg1"
"8902","Swt1"
"8903","Trim30b"
"8904","Repin1"
"8905","Traf7"
"8906","Zfp212"
"8907","Or51h7"
"8908","1700030K09Rik"
"8909","Nup107"
"8910","Atad2b"
"8911","Or6c76b"
"8912","Best2"
"8913","Cysltr1"
"8914","Sae1"
"8915","Junb"
"8916","Cyp2j6"
"8917","Msl1"
"8918","Senp7"
"8919","Prkg1"
"8920","Arhgef15"
"8921","Bpi"
"8922","Ctif"
"8923","Fbxo31"
"8924","Glis3"
"8925","Mrpl35"
"8926","Cyp2f2"
"8927","Uba2"
"8928","Creb5"
"8929","Krcc1"
"8930","Aph1c"
"8931","Cd8b1"
"8932","Brsk2"
"8933","Cfap300"
"8934","Tmem248"
"8935","Yap1"
"8936","Fank1"
"8937","Socs3"
"8938","Chmp3"
"8939","Rnf26"
"8940","Supt7l"
"8941","Or1j20"
"8942","Daw1"
"8943","Cdh22"
"8944","Mterf1b"
"8945","Spaca3"
"8946","Mllt11"
"8947","Arhgap20"
"8948","Tas2r136"
"8949","Ndfip2"
"8950","Dspp"
"8951","Or9g19"
"8952","Ddx10"
"8953","Rab4b"
"8954","Pom121"
"8955","AI854703"
"8956","Slc22a26"
"8957","Sec61b"
"8958","Slamf8"
"8959","Gatd3a"
"8960","Dis3l2"
"8961","Tarm1"
"8962","Zfp943"
"8963","Tas2r107"
"8964","Zfp952"
"8965","Or13a1"
"8966","Cacng8"
"8967","Cbx7"
"8968","Gm4792"
"8969","Mapk14"
"8970","Thoc7"
"8971","Ggcx"
"8972","Hs6st3"
"8973","Kdm3a"
"8974","Usp21"
"8975","Trim60"
"8976","Gtsf2"
"8977","Nrdc"
"8978","Lgals7"
"8979","Cstf2t"
"8980","Chlsn"
"8981","Smagp"
"8982","Eif3k"
"8983","Tanc2"
"8984","Zfand2a"
"8985","Rpia"
"8986","Sh3pxd2a"
"8987","Tll1"
"8988","Dennd4a"
"8989","Aldh7a1"
"8990","Plxnb1"
"8991","Defb40"
"8992","Kics2"
"8993","Defb37"
"8994","Nebl"
"8995","Dusp7"
"8996","Klk1b26"
"8997","Vmn2r43"
"8998","Spinkl"
"8999","Sox14"
"9000","Chd8"
"9001","Oas1f"
"9002","Chchd3"
"9003","Lysmd1"
"9004","Rdh8"
"9005","Ubxn7"
"9006","Defb38"
"9007","Krt16"
"9008","Exoc6"
"9009","Grwd1"
"9010","Or11g2"
"9011","Bcl2a1c"
"9012","H2-T24"
"9013","Txlna"
"9014","Adgrg4"
"9015","Mepe"
"9016","Gm5142"
"9017","Fpgt"
"9018","Aym1"
"9019","Srcap"
"9020","Sh2d4a"
"9021","Slc39a8"
"9022","Mat2a"
"9023","Zftraf1"
"9024","Cnn3"
"9025","Adnp2"
"9026","Ang3"
"9027","Lgals4"
"9028","Pde5a"
"9029","Zfp14"
"9030","Tdrd9"
"9031","Mill1"
"9032","Ndst1"
"9033","Tmem179"
"9034","Nt5dc3"
"9035","Adam39"
"9036","Ercc6"
"9037","Rdh19"
"9038","Or13g1"
"9039","Utp18"
"9040","Capn12"
"9041","Fbxw28"
"9042","Arln"
"9043","Nlrp9a"
"9044","Try4"
"9045","Skp2"
"9046","Umodl1"
"9047","Adm2"
"9048","Or1m1"
"9049","Vmn1r236"
"9050","Krt15"
"9051","Syne3"
"9052","Gm4894"
"9053","Nkx2-4"
"9054","Spock3"
"9055","Ceacam10"
"9056","Gon4l"
"9057","Ifi205"
"9058","Gzmm"
"9059","Sprr2k"
"9060","Or5p4"
"9061","Fra10ac1"
"9062","Serpinb9d"
"9063","Arfgap3"
"9064","Prr14l"
"9065","P2ry10b"
"9066","Eapp"
"9067","Cpsf3"
"9068","Obox1"
"9069","Mrps21"
"9070","Lrrc36"
"9071","Taf4b"
"9072","Lce3a"
"9073","Cimap2"
"9074","Rhob"
"9075","Mdm4"
"9076","Dnajc8"
"9077","Or3a1d"
"9078","Tmem74"
"9079","Cyp3a44"
"9080","Fabp1"
"9081","Atp5if1"
"9082","Or2q1"
"9083","Tmem120b"
"9084","Gimap4"
"9085","Cpa1"
"9086","Tle5"
"9087","Vapb"
"9088","Lclat1"
"9089","Thnsl2"
"9090","Kcnn2"
"9091","Tas2r130"
"9092","Or6f1"
"9093","Dedd2"
"9094","Parp4"
"9095","Sh3bp2"
"9096","Ms4a5"
"9097","Or9q1"
"9098","Adam12"
"9099","Usp17la"
"9100","Pabpc1l"
"9101","Cggbp1"
"9102","Kdm2a"
"9103","Mmrn1"
"9104","Or10h28"
"9105","Irs4"
"9106","Scart2"
"9107","Tmem119"
"9108","Emcn"
"9109","Adam10"
"9110","Hmgb2"
"9111","Vmac"
"9112","Msra"
"9113","Zfp182"
"9114","Fsd1l"
"9115","AU018091"
"9116","Akr1c20"
"9117","Krtap5-2"
"9118","Set"
"9119","Kctd18"
"9120","Klhl18"
"9121","Actn4"
"9122","Usp46"
"9123","Nsd3"
"9124","Cyp2c50"
"9125","Rnd1"
"9126","Pcnx3"
"9127","Dsp"
"9128","Stfa3"
"9129","Afp"
"9130","Zfp174"
"9131","Or2j3"
"9132","Nyap2"
"9133","Kbtbd13"
"9134","Sec14l3"
"9135","Agtr1b"
"9136","Lrtm2"
"9137","Agap1"
"9138","Cntn1"
"9139","Ep300"
"9140","Sprr2e"
"9141","Or6k2"
"9142","Pdlim1"
"9143","Ddx17"
"9144","Smyd3"
"9145","Or1n2"
"9146","Spink6"
"9147","Bmal1"
"9148","Klf2"
"9149","Zfp78"
"9150","Cstl1"
"9151","Fam72a"
"9152","Actbl2"
"9153","Fev"
"9154","Gm12830"
"9155","Sertad3"
"9156","Zfp811"
"9157","Ankrd17"
"9158","Kcmf1"
"9159","Zfp101"
"9160","Tmem245"
"9161","Mrfap1"
"9162","Sec23ip"
"9163","Tead1"
"9164","Stam2"
"9165","Fut9"
"9166","Atp10b"
"9167","Pcdh9"
"9168","Srsf11"
"9169","Zfp458"
"9170","Pprc1"
"9171","Epm2a"
"9172","Vmn2r81"
"9173","Gucy2g"
"9174","Cpsf6"
"9175","Epha6"
"9176","Or14a259"
"9177","5530400C23Rik"
"9178","Hba-x"
"9179","Or14a260"
"9180","Cdca7"
"9181","Zfp580"
"9182","Dach1"
"9183","Ubqln5"
"9184","Klhl25"
"9185","Mettl4"
"9186","Zzef1"
"9187","Kbtbd11"
"9188","Slain1"
"9189","Ubl7"
"9190","Rras2"
"9191","Nap1l3"
"9192","Nkain3"
"9193","Myh8"
"9194","Abcd2"
"9195","Ftdc2"
"9196","Fmnl1"
"9197","Dnaaf3"
"9198","Cldn17"
"9199","Mta3"
"9200","Or8g4"
"9201","Gsdmc3"
"9202","Or1q1"
"9203","Rnf181"
"9204","Abhd16b"
"9205","Fancm"
"9206","Oosp2"
"9207","Tmem150a"
"9208","Zfp277"
"9209","Aasdh"
"9210","Fto"
"9211","Oosp3"
"9212","Krt28"
"9213","Obox7"
"9214","Prr18"
"9215","Skint4"
"9216","Triqk"
"9217","Or1e19"
"9218","Cldn23"
"9219","Zkscan5"
"9220","Nod2"
"9221","Elapor2"
"9222","A430033K04Rik"
"9223","Zfp709"
"9224","Cyp3a11"
"9225","Mia3"
"9226","S100a9"
"9227","Eif3b"
"9228","Lipm"
"9229","St3gal5"
"9230","Tas2r134"
"9231","Fez2"
"9232","B4galt6"
"9233","Trim34a"
"9234","Socs6"
"9235","Nanos3"
"9236","Car10"
"9237","Cndp1"
"9238","Jkampl"
"9239","Cfl1"
"9240","Tas2r135"
"9241","Npm3"
"9242","R3hdm1"
"9243","Pard6g"
"9244","Cebpg"
"9245","Pla2g4a"
"9246","Spata31"
"9247","Ncoa4"
"9248","Lrif1"
"9249","Cep70"
"9250","Dennd1b"
"9251","Prr9"
"9252","Lman1l"
"9253","Or11n2"
"9254","Gsdmc2"
"9255","Synpr"
"9256","Zfp981"
"9257","Usp39"
"9258","Sertm1"
"9259","Tyw1"
"9260","Usp34"
"9261","Krtap13-1"
"9262","Actr3b"
"9263","Sftpb"
"9264","Taar1"
"9265","Gpr50"
"9266","AI987944"
"9267","Lig1"
"9268","Prss34"
"9269","Nat3"
"9270","Tgoln1"
"9271","Med12l"
"9272","Chn1"
"9273","Tmt1a2"
"9274","Foxk1"
"9275","Cebpb"
"9276","1700001K19Rik"
"9277","Ccdc18"
"9278","Pign"
"9279","Rlim"
"9280","Defb21"
"9281","Ptprn2"
"9282","Or2ab1"
"9283","Mpz"
"9284","Zar1l"
"9285","Or2h2"
"9286","Fry"
"9287","Chd9"
"9288","Ppp1r14b"
"9289","4931429L15Rik"
"9290","Chst13"
"9291","Apol8"
"9292","Them6"
"9293","Kdm5d"
"9294","Gpr173"
"9295","Ilrun"
"9296","Or5bw2"
"9297","Krtap7-1"
"9298","Gm13199"
"9299","Ctsll3"
"9300","Nfil3"
"9301","Dnah9"
"9302","Hmga2"
"9303","Cspp1"
"9304","Setd3"
